ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
42566		atAllTypeCriticalStrike	1682	1682												
42567		atAllTypeCriticalDamagePowerBase	1261	1261												
42568		atAllTypeCriticalStrike	1093	1093												
42569		atStrainBase	841	841												
42570		atPhysicsOvercomeBase	2523	2523												
42571		atPhysicsCriticalStrike	1682	1682												
42572		atPhysicsCriticalDamagePowerBase	1261	1261												
42573		atVitalityBase	1556	1556												
42574		atMagicCriticalStrike	1682	1682												
42575		atActiveThreatCoefficient			922	922										
42576		atMagicAttackPowerBase	1300	1300												
42577		atStrainBase	1962	1962												
42578		atMagicAttackPowerBase	1195	1195												
42579		atAllTypeCriticalDamagePowerBase	654	654												
42580		atPhysicsAttackPowerBase	1083	1083												
42581		atPhysicsCriticalDamagePowerBase	654	654												
42582		atMagicCriticalStrike	1439	1439												
42583		atVitalityBase	1962	1962												
42584		atParryBase	589	589												
42585		atMagicAttackPowerBase	1857	1857												
42586		atAllTypeCriticalStrike	2803	2803												
42587		atMagicAttackPowerBase	1606	1606												
42588		atStrainBase	1869	1869												
42589		atMagicAttackPowerBase	1706	1706												
42590		atSurplusValueBase	934	934												
42591		atAllTypeCriticalStrike	1074	1074												
42592		atPhysicsAttackPowerBase	1548	1548												
42593		atPhysicsCriticalStrike	2803	2803												
42594		atPhysicsAttackPowerBase	1422	1422												
42595		atPhysicsCriticalStrike	1074	1074												
42596		atTherapyPowerBase	2125	2125												
42597		atMagicCriticalDamagePowerBase	934	934												
42598		atVitalityBase	2803	2803												
42599		atPhysicsShieldBase	1635	1635												
42600		atSurplusValueBase	1962	1962												
42601		atMagicOvercome	1145	1145												
42602		atPhysicsOvercomeBase	1145	1145												
42603		atMagicCriticalStrike	1308	1308												
42604		atDodge	589	589												
42605		atMagicAttackPowerBase	1727	1727												
42606		atSurplusValueBase	2607	2607												
42607		atMagicAttackPowerBase	1494	1494												
42608		atAllTypeCriticalStrike	1738	1738												
42609		atStrainBase	1303	1303												
42610		atSurplusValueBase	869	869												
42611		atMagicOvercome	999	999												
42612		atAllTypeCriticalStrike	999	999												
42613		atPhysicsAttackPowerBase	1439	1439												
42614		atPhysicsCriticalStrike	1738	1738												
42615		atPhysicsOvercomeBase	999	999												
42616		atPhysicsCriticalStrike	999	999												
42617		atTherapyPowerBase	1388	1388												
42618		atMagicCriticalStrike	1738	1738												
42619		atMagicCriticalDamagePowerBase	869	869												
42620		atVitalityBase	2607	2607												
42621		atDodge	782	782												
42622		atAllTypeCriticalStrike	2027	2027												
42623		atMagicAttackPowerBase	1162	1162												
42624		atAllTypeCriticalStrike	1183	1183												
42625		atMagicOvercome	1183	1183												
42626		atMagicOvercome	777	777												
42627		atAllTypeCriticalStrike	777	777												
42628		atAllTypeCriticalDamagePowerBase	676	676												
42629		atPhysicsCriticalStrike	2027	2027												
42630		atPhysicsCriticalStrike	1183	1183												
42631		atPhysicsOvercomeBase	1183	1183												
42632		atPhysicsCriticalStrike	777	777												
42633		atPhysicsCriticalDamagePowerBase	676	676												
42634		atTherapyPowerBase	1537	1537												
42635		atMagicCriticalStrike	676	676												
42636		atMagicCriticalDamagePowerBase	676	676												
42637		atVitalityBase	2027	2027												
42638		atPhysicsShieldBase	1183	1183												
42639		atMagicOvercome	2896	2896												
42640		atMagicAttackPowerBase	1763	1763												
42641		atMagicOvercome	1110	1110												
42642		atAllTypeCriticalStrike	1110	1110												
42643		atStrainBase	965	965												
42644		atPhysicsOvercomeBase	2896	2896												
42645		atPhysicsAttackPowerBase	1469	1469												
42646		atPhysicsOvercomeBase	1110	1110												
42647		atMagicCriticalStrike	2124	2124												
42648		atVitalityBase	2896	2896												
42649		atMagicShield	1207	1207												
42650		atStrainBase	2027	2027												
42651		atStrainBase	1352	1352												
42652		atSurplusValueBase	676	676												
42653		atStrainBase	676	676												
42654		atMagicShield	608	608												
42655		atSurplusValueBase	338	338												
42656		atDecriticalDamagePowerBase	436	436												
42657		atSolarCriticalStrike	981	981												
42658		atNeutralCriticalStrike	818	818												
42659		atLunarCriticalStrike	818	818												
42660		atPoisonCriticalStrike	818	818												
42661		atSolarOvercomeBase	1401	1401												
42662		atDecriticalDamagePowerBase	623	623												
42663		atNeutralOvercomeBase	1401	1401												
42664		atLunarOvercomeBase	1401	1401												
42665		atPoisonOvercomeBase	1401	1401												
42666		atSolarAndLunarOvercomeBase	1401	1401												
42667		atSolarOvercomeBase	1261	1261												
42668		atDecriticalDamagePowerBase	561	561												
42669		atNeutralOvercomeBase	1261	1261												
42670		atTherapyPowerBase	1357	1357												
42671		atLunarOvercomeBase	1261	1261												
42672		atPoisonOvercomeBase	1261	1261												
42673		atSolarAndLunarOvercomeBase	1261	1261												
42674		atSolarCriticalStrike	1401	1401												
42675		atHasteBase	1168	1168												
42676		atNeutralCriticalStrike	1401	1401												
42677		atSolarAndLunarCriticalStrike	1401	1401												
42678		atDecriticalDamagePowerBase	463	463												
42679		atHasteBase	869	869												
42680		atSolarCriticalStrike	1489	1489												
42681		atDecriticalDamagePowerBase	662	662												
42682		atNeutralCriticalStrike	1489	1489												
42683		atLunarCriticalStrike	1489	1489												
42684		atLunarCriticalStrike	1241	1241												
42685		atPoisonCriticalStrike	1489	1489												
42686		atPoisonCriticalStrike	1241	1241												
42687		atSolarAndLunarCriticalStrike	1489	1489												
42688		atSolarAttackPowerBase	520	520												
42689		atSolarCriticalStrike	1340	1340												
42690		atHasteBase	1117	1117												
42691		atNeutralCriticalStrike	1340	1340												
42692		atSolarAndLunarCriticalStrike	1340	1340												
42693		atSolarOvercomeBase	1489	1489												
42694		atNeutralOvercomeBase	1489	1489												
42695		atLunarOvercomeBase	1489	1489												
42696		atPoisonOvercomeBase	1489	1489												
42697		atSolarAndLunarOvercomeBase	1489	1489												
42698		atDecriticalDamagePowerBase	496	496												
42699		atNeutralCriticalStrike	930	930												
42700		atLunarCriticalStrike	930	930												
42701		atPoisonCriticalStrike	930	930												
42702		atSolarOvercomeBase	1594	1594												
42703		atDecriticalDamagePowerBase	709	709												
42704		atNeutralOvercomeBase	1594	1594												
42705		atTherapyPowerBase	1715	1715												
42706		atPhysicsOvercomeBase	1594	1594												
42707		atLunarOvercomeBase	1594	1594												
42708		atPoisonOvercomeBase	1594	1594												
42709		atSolarAndLunarOvercomeBase	1594	1594												
42710		atDecriticalDamagePowerBase	638	638												
42711		atTherapyPowerBase	1072	1072												
42712		atHasteBase	1328	1328												
42713		atHasteBase	930	930												
42714		atTherapyPowerBase	1200	1200												
42715		atNeutralCriticalStrike	1328	1328												
42716		atLunarCriticalStrike	1594	1594												
42717		atLunarCriticalStrike	1328	1328												
42718		atPoisonCriticalStrike	1594	1594												
42719		atPoisonCriticalStrike	1328	1328												
42720		atSolarCriticalStrike	1435	1435												
42721		atHasteBase	1435	1435												
42722		atHasteBase	1196	1196												
42723		atNeutralCriticalStrike	1435	1435												
42724		atSolarAndLunarCriticalStrike	1435	1435												
42725		atMagicOvercome	1594	1594												
42726		atTherapyPowerBase	2015	2015												
42727		atDodge	996	996												
42728		atMagicShield	1107	1107												
42729		atStrainBase	1328	1328												
42730		atVitalityBase	1860	1860												
42731		atSurplusValueBase	1435	1435												
42732		atMagicCriticalStrike	1328	1328												
42733		atMagicCriticalStrike	1150	1150												
42734		atDecriticalDamagePowerBase	511	511												
42735		atAllTypeCriticalStrike	1150	1150												
42736		atPhysicsCriticalStrike	1150	1150												
42737		atMagicCriticalStrike	959	959												
42738		atHasteBase	1150	1150												
42739		atHasteBase	959	959												
42740		atVitalityBase	1342	1342												
42741		atVitalityBase	1689	1689												
42742		atHasteBase	1643	1643												
42743		atDecriticalDamagePowerBase	730	730												
42744		atHasteBase	1369	1369												
42745		atDecriticalDamagePowerBase	657	657												
42746		atMagicCriticalStrike	1643	1643												
42747		atAllTypeCriticalStrike	1643	1643												
42748		atPhysicsCriticalStrike	1643	1643												
42749		atMagicCriticalStrike	1369	1369												
42750		atSolarAttackPowerBase	622	622												
42751		atDecriticalDamagePowerBase	545	545												
42752		atPoisonAttackPowerBase	622	622												
42753		atSolarOvercomeBase	1752	1752												
42754		atDecriticalDamagePowerBase	779	779												
42755		atNeutralOvercomeBase	1752	1752												
42756		atTherapyPowerBase	1884	1884												
42757		atPhysicsOvercomeBase	1752	1752												
42758		atLunarOvercomeBase	1752	1752												
42759		atPoisonOvercomeBase	1752	1752												
42760		atSolarAndLunarOvercomeBase	1752	1752												
42761		atDecriticalDamagePowerBase	701	701												
42762		atHasteBase	1460	1460												
42763		atNeutralCriticalStrike	1460	1460												
42764		atLunarCriticalStrike	1752	1752												
42765		atLunarCriticalStrike	1460	1460												
42766		atPoisonCriticalStrike	1752	1752												
42767		atPoisonCriticalStrike	1460	1460												
42768		atSolarCriticalStrike	1577	1577												
42769		atHasteBase	1577	1577												
42770		atHasteBase	1314	1314												
42771		atPhysicsCriticalStrike	1577	1577												
42772		atNeutralCriticalStrike	1577	1577												
42773		atSolarAndLunarCriticalStrike	1577	1577												
42774		atDecriticalDamagePowerBase	560	560												
42775		atMagicCriticalStrike	1051	1051												
42776		atHasteBase	1051	1051												
42777		atVitalityBase	1471	1471												
42778		atDecriticalDamagePowerBase	800	800												
42779		atHasteBase	1501	1501												
42780		atMagicOvercome	1621	1621												
42781		atDecriticalDamagePowerBase	720	720												
42782		atPhysicsOvercomeBase	1621	1621												
42783		atMagicCriticalStrike	1501	1501												
42784		atMagicShield	1144	1144												
42785		atSurplusValueBase	763	763												
42786		atLunarCriticalStrike	1009	1009												
42787		atPoisonCriticalStrike	1009	1009												
42788		atSolarAndLunarAttackPowerBase	935	935												
42789		atDodge	953	953												
42790		atSurplusValueBase	839	839												
42791		atParryBase	953	953												
42792		atParryValueBase	5513	5513												
42793		atVitalityBase	1275	1275												
42794		atSolarAttackPowerBase	1149	1149												
42795		atSolarCriticalStrike	1240	1240												
42796		atSurplusValueBase	1102	1102												
42797		atVitalityBase	1723	1723												
42798		atMagicShield	1172	1172												
42799		atToughnessBase	469	469												
42800		atStrainBase	1406	1406												
42801		atNeutralAttackPowerBase	1149	1149												
42802		atNeutralCriticalStrike	1240	1240												
42803		atPhysicsCriticalStrike	1240	1240												
42804		atPhysicsShieldBase	1172	1172												
42805		atStrainBase	1125	1125												
42806		atLunarAttackPowerBase	1149	1149												
