ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
47275		atPhysicsAttackPowerBase	2321	2321												
47276		atPhysicsOvercomeBase	3007	3007												
47277		atSolarAndLunarAttackPowerBase	2695	2695												
47278		atSolarAndLunarCriticalStrike	2255	2255												
47279		atSolarAndLunarOvercomeBase	2673	2673												
47280		atDodge	2273	2273												
47281		atPhysicsAttackPowerBase	2396	2396												
47282		atPhysicsOvercomeBase	2423	2423												
47283		atParryBase	2273	2273												
47284		atLunarAttackPowerBase	2695	2695												
47285		atLunarCriticalStrike	2339	2339												
47286		atLunarOvercomeBase	2590	2590												
47287		atTherapyPowerBase	3439	3439												
47288		atLunarCriticalStrike	2088	2088												
47289		atPhysicsCriticalStrike	2339	2339												
47290		atPhysicsOvercomeBase	2673	2673												
47291		atPhysicsCriticalStrike	2506	2506												
47292		atStrainBase	2511	2511												
47293		atHasteBase	2354	2354												
47294		atMagicShield	2225	2225												
47295		atDodge	2225	2225												
47296		atSurplusValueBase	1958	1958												
47297		atStrainBase	712	712												
47298		atSolarCriticalStrike	1314	1314												
47299		atDecriticalDamagePowerBase	584	584												
47300		atNeutralCriticalStrike	1314	1314												
47301		atPhysicsCriticalStrike	1314	1314												
47302		atLunarCriticalStrike	1314	1314												
47303		atPoisonCriticalStrike	1314	1314												
47304		atSolarAndLunarCriticalStrike	1314	1314												
47305		atVitalityBase	3066	3066												
47306		atSpunkBase	524	524												
47307		atToughnessBase	657	657												
47308		atDecriticalDamagePowerBase	1168	1168												
47309		atNeutralAttackPowerBase	2747	2747												
47310		atSpiritBase	524	524												
47311		atTherapyPowerBase	3394	3394												
47312		atStrengthBase	524	524												
47313		atAgilityBase	524	524												
47314		atLunarAttackPowerBase	2747	2747												
47315		atPoisonAttackPowerBase	2747	2747												
47316		atSolarAndLunarAttackPowerBase	2747	2747												
47317		atSolarOvercomeBase	1314	1314												
47318		atNeutralOvercomeBase	1314	1314												
47319		atPoisonOvercomeBase	1314	1314												
47320		atSolarAndLunarOvercomeBase	1314	1314												
47321		atVitalityBase	2701	2701												
47322		atSolarAttackPowerBase	2434	2434												
47323		atSolarOvercomeBase	2628	2628												
47324		atNeutralAttackPowerBase	2434	2434												
47325		atNeutralOvercomeBase	2628	2628												
47326		atTherapyPowerBase	4100	4100												
47327		atPhysicsAttackPowerBase	2028	2028												
47328		atPhysicsOvercomeBase	2628	2628												
47329		atLunarAttackPowerBase	2434	2434												
47330		atLunarOvercomeBase	2628	2628												
47331		atPoisonAttackPowerBase	2434	2434												
47332		atPoisonOvercomeBase	2628	2628												
47333		atSolarAndLunarAttackPowerBase	2434	2434												
47334		atSolarAndLunarOvercomeBase	2628	2628												
47335		atDecriticalDamagePowerBase	601	601												
47336		atDecriticalDamagePowerBase	1202	1202												
47337		atTherapyPowerBase	3128	3128												
47338		atNeutralCriticalStrike	2253	2253												
47339		atLunarCriticalStrike	2253	2253												
47340		atPoisonCriticalStrike	2253	2253												
47341		atPoisonAttackPowerBase	787	787												
47342		atPoisonAttackPowerBase	954	954												
47343		atPoisonCriticalStrike	1074	1074												
47344		atSpunkBase	445	445												
47345		atSolarAttackPowerBase	2028	2028												
47346		atSolarCriticalStrike	2283	2283												
47347		atNeutralAttackPowerBase	2028	2028												
47348		atNeutralCriticalStrike	2283	2283												
47349		atStrengthBase	445	445												
47350		atPhysicsAttackPowerBase	1690	1690												
47351		atPhysicsCriticalStrike	2283	2283												
47352		atSpiritBase	445	445												
47353		atAgilityBase	445	445												
47354		atLunarAttackPowerBase	2028	2028												
47355		atLunarCriticalStrike	2283	2283												
47356		atPoisonAttackPowerBase	2028	2028												
47357		atPoisonCriticalStrike	2283	2283												
47358		atSolarAndLunarCriticalStrike	2283	2283												
47359		atAllTypeCriticalStrike	951	951												
47360		atSpunkBase	371	371												
47361		atStrengthBase	371	371												
47362		atAgilityBase	371	371												
47363		atMagicShield	1034	1034												
47364		atStrainBase	1241	1241												
47365		atDodge	558	558												
47366		atStrainBase	893	893												
47367		atMagicCriticalStrike	1903	1903												
47368		atPhysicsCriticalStrike	1903	1903												
47369		atDodge	1034	1034												
47370		atSurplusValueBase	910	910												
47371		atPoisonAttackPowerBase	1916	1916												
47372		atPoisonCriticalStrike	1577	1577												
47373		atPoisonOvercomeBase	1869	1869												
47374		atTherapyPowerBase	2489	2489												
47375		atPoisonCriticalStrike	1285	1285												
47376		atPoisonAttackPowerBase	1995	1995												
47377		atPoisonCriticalStrike	1642	1642												
47378		atPoisonOvercomeBase	1946	1946												
47379		atTherapyPowerBase	2593	2593												
47380		atPoisonCriticalStrike	1338	1338												
47381		atVitalityBase	2341	2341												
47382		atSpiritBase	454	454												
47383		atPoisonAttackPowerBase	2075	2075												
47384		atPoisonCriticalStrike	1708	1708												
47385		atPoisonOvercomeBase	2024	2024												
47386		atPoisonCriticalStrike	1392	1392												
47387		atHasteBase	1265	1265												
47388	0	atSkillEventHandler	2101	2101												
47389		atMagicOvercome	526	526												
47390		atHasteBase	526	526												
47391		atParryValueBase	2110	2110												
47392		atMagicOvercome	672	672												
47393		atPhysicsOvercomeBase	672	672												
47394		atHasteBase	974	974												
47395		atMagicShield	679	679												
47396		atHasteBase	815	815												
47397		atMagicCriticalStrike	940	940												
47398		atAllTypeCriticalStrike	940	940												
47399		atMagicOvercome	940	940												
47400		atMagicOvercome	1343	1343												
47401		atPhysicsOvercomeBase	1343	1343												
47402		atMagicCriticalStrike	1343	1343												
47403		atDodge	730	730												
47404		atSurplusValueBase	642	642												
47405		atMagicOvercome	1450	1450												
47406		atPhysicsOvercomeBase	1450	1450												
47407		atMagicCriticalStrike	1363	1363												
47408		atAllTypeCriticalStrike	1363	1363												
47409		atPhysicsCriticalStrike	1363	1363												
47410		atMagicOvercome	1363	1363												
47411		atPhysicsOvercomeBase	1363	1363												
47412		atDodge	741	741												
47413		atMagicOvercome	1947	1947												
47414		atSpunkBase	380	380												
47415		atStrengthBase	380	380												
47416		atPhysicsOvercomeBase	1947	1947												
47417		atAgilityBase	380	380												
47418		atMagicCriticalStrike	1524	1524												
47419		atVitalityBase	2117	2117												
47420		atPhysicsShieldBase	1482	1482												
47421		atHasteBase	677	677												
47422		atSurplusValueBase	1219	1219												
47423		atMagicCriticalStrike	1372	1372												
47424		atMagicOvercome	1524	1524												
47425		atSpunkBase	304	304												
47426		atStrengthBase	304	304												
47427		atPhysicsOvercomeBase	1524	1524												
47428		atAgilityBase	304	304												
47429		atActiveThreatCoefficient			749	749										
47430		atAllTypeCriticalStrike	1366	1366												
47431		atDodge	949	949												
47432		atSurplusValueBase	835	835												
47433		atVitalityBase	1264	1264												
47434		atHasteBase	1230	1230												
47435		atVitalityBase	1708	1708												
47436		atPhysicsShieldBase	1196	1196												
47437		atHasteBase	607	607												
47438		atSurplusValueBase	1577	1577												
47439		atSurplusValueBase	1261	1261												
47440		atDodge	985	985												
47441		atSurplusValueBase	1140	1140												
47442		atDodge	792	792												
47443		atHasteBase	1629	1629												
47444		atMagicCriticalStrike	1629	1629												
47445		atVitalityBase	2263	2263												
47446		atParryBase	1131	1131												
47447		atParryValueBase	6542	6542												
47448		atMagicCriticalStrike	1466	1466												
47449		atSurplusValueBase	1303	1303												
47450		atAllTypeCriticalStrike	1466	1466												
47451		atPhysicsCriticalStrike	1466	1466												
47452		atTherapyPowerBase	1853	1853												
47453		atDodge	1018	1018												
47454		atHasteBase	652	652												
47455		atAllTypeCriticalStrike	1629	1629												
47456		atPhysicsCriticalStrike	1629	1629												
47457		atDodge	1131	1131												
47458		atSurplusValueBase	996	996												
47459		atMagicOvercome	1629	1629												
47460		atPhysicsOvercomeBase	1629	1629												
47461		atTherapyPowerBase	2059	2059												
47462		atHasteBase	724	724												
47463		atParryBase	475	475												
47464		atParryBase	1018	1018												
47465		atParryValueBase	5888	5888												
47466		atSolarAttackPowerBase	1432	1432												
47467		atSolarCriticalStrike	1612	1612												
47468		atStrainBase	1430	1430												
47469		atNeutralAttackPowerBase	1432	1432												
47470		atNeutralCriticalStrike	1612	1612												
47471		atTherapyPowerBase	2206	2206												
47472		atPhysicsAttackPowerBase	1193	1193												
47473		atPhysicsCriticalStrike	1612	1612												
47474		atLunarAttackPowerBase	1432	1432												
47475		atLunarCriticalStrike	1612	1612												
47476		atPoisonAttackPowerBase	1432	1432												
47477		atPoisonCriticalStrike	1612	1612												
47478		atSolarAndLunarAttackPowerBase	1432	1432												
47479		atSolarAndLunarCriticalStrike	1612	1612												
47480		atDodge	715	715												
47481		atParryValueBase	6891	6891												
47482		atSolarCriticalStrike	1934	1934												
47483		atNeutralCriticalStrike	1934	1934												
47484		atPhysicsCriticalStrike	1934	1934												
47485		atLunarCriticalStrike	1934	1934												
47486		atPoisonCriticalStrike	1934	1934												
47487		atSolarAndLunarCriticalStrike	1934	1934												
47488		atSpunkBase	456	456												
47489		atSolarAttackPowerBase	2076	2076												
47490		atSolarOvercomeBase	2337	2337												
47491		atMagicShield	2074	2074												
47492		atNeutralAttackPowerBase	2076	2076												
47493		atNeutralOvercomeBase	2337	2337												
47494		atTherapyPowerBase	3198	3198												
47495		atStrengthBase	456	456												
47496		atPhysicsAttackPowerBase	1730	1730												
47497		atPhysicsOvercomeBase	2337	2337												
47498		atPhysicsShieldBase	2419	2419												
47499		atSpiritBase	456	456												
47500		atAgilityBase	456	456												
47501		atLunarAttackPowerBase	2076	2076												
47502		atLunarOvercomeBase	2337	2337												
47503		atPoisonAttackPowerBase	2076	2076												
47504		atPoisonOvercomeBase	2337	2337												
47505		atSolarAndLunarAttackPowerBase	2076	2076												
47506		atSolarAndLunarOvercomeBase	2337	2337												
47507		atDodge	1728	1728												
47508		atSurplusValueBase	1521	1521												
47509		atParryBase	1728	1728												
47510		atParryValueBase	9993	9993												
47511		atParryBase	1788	1788												
47512		atHasteBase	1144	1144												
47513		atPhysicsShieldBase	1788	1788												
47514		atMagicOvercome	978	978												
47515		atMagicShield	815	815												
47516		atSurplusValueBase	543	543												
47517		atVitalityBase	2009	2009												
47518		atSolarAttackPowerBase	1811	1811												
47519		atSolarOvercomeBase	1955	1955												
47520		atStrainBase	1738	1738												
47521		atVitalityBase	2715	2715												
47522		atDodge	1108	1108												
47523		atToughnessBase	739	739												
47524		atStrainBase	1773	1773												
47525		atNeutralAttackPowerBase	1811	1811												
47526		atNeutralOvercomeBase	1955	1955												
47527		atTherapyPowerBase	2473	2473												
47528		atMagicCriticalStrike	1955	1955												
47529		atPhysicsAttackPowerBase	1509	1509												
47530		atPhysicsOvercomeBase	1955	1955												
47531		atPhysicsShieldBase	1847	1847												
47532		atLunarAttackPowerBase	1811	1811												
47533		atLunarOvercomeBase	1955	1955												
47534		atPoisonAttackPowerBase	1811	1811												
47535		atPoisonOvercomeBase	1955	1955												
47536		atSolarAndLunarAttackPowerBase	1811	1811												
